"","addresses","addressesOrder","addressesRequired","aggScaleID","aggSetID","catSetID","changes","classID","compSet","contacts","contactsOrder","contactsRequired","datasets","datasetsOrder","datasetsRequired","dataType","domainID","firstReleased","groupID","instruments","instrumentsOrder","instrumentsRequired","languages","languagesOrder","partLabel","lastUpdated","latExp","maxLength","maxValue","measures","measureSets","measureSetsOrder","measureSetsRequired","measuresOrder","measuresRequired","minLength","minValue","nomenclatureID","organizations","organizationsOrder","organizationsRequired","ontologyRef","partDesc","partID","partInstr","parts","partType","polygons","polygonsOrder","polygonsRequired","protocolRelationships","protocols","protocolsOrder","protocolsRequired","protocolSteps","protocolStepsOrder","protocolStepsRequired","qualityReports","qualityReportsOrder","qualitySetID","refLink","sampleRelationships","sampleRelationshipsOrder","sampleRelationshipsRequired","samples","samplesOrder","samplesRequired","sets","setsOrder","shortName","sites","sitesOrder","sitesRequired","specimenSet","status","translations","translationsOrder","unitSetID"
"43","NA","NA","NA","NA","naAggrSet","NA","depreciated","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Assay method id default depreciated","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Used as default when a new measurement is created for this lab. See ID in AssayMethod table.","amDefDep","Deprecated as of version 2, please avoid use. Specify in type, or contact the PHES-ODM research team to add your specific item via a github issue (https://github.com/Big-Life-Lab/PHES-ODM/issues), or at phesd_odm@ohri.ca","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"44","NA","NA","NA","NA","naAggrSet","NA","added in version 2, added from NWSS","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","Che","2.0","procGrp","NA","NA","NA","NA","NA","Amicon ultrafiltration","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Amicon ultrafiltration","amiconUf","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"45","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","procGrp","NA","NA","NA","NA","NA","Amicon filter, extract with MP96","2.0","NA","10","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Nucleaic acid extraction, usually used for the liquid fraction of a wastewater sample, using amicon filtration and using an MP96 for final extraction.","amiMP96","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"46","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","NA","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","AND Boolean Aggregation","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naNomenclature","NA","NA","NA","NA","""AND"" aggreation.","andBoo","If all values in the aggregation is ""TRUE"" then the AND aggregation is also ""TRUE"". If all values in the aggregation is ""FALSE"" then the AND aggregation is also ""TRUE"".","NA","aggregation","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"47","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","allDo","2.0","naGroup","NA","NA","NA","NA","NA","Any compartment set","2.0","NA","15","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A compartment set for measures and methods in any compartment.","anyCompartmentSet","NA","input","compSetPT","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","anySpecimen","active","NA","NA","naUnitSet"
"48","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Any specimen set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A specimen set that inculdes any specimen.","anySpecimenSet","NA","input","specimenSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","anySpecimen","active","NA","NA","naUnitSet"
"49","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","surfaceCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","colGrp","NA","NA","NA","NA","NA","Area proportional sample","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","An area proportional sample.","areaPr","Used for surface testing.","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"50","NA","NA","NA","see unit","naAggrSet","NA","added","tempClass","waterCompartment","NA","NA","NA","NA","NA","NA","see unit","Phy","1.0","miscMeas","NA","NA","NA","NA","NA","Arrival temperature","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","The temperature of a sample upon arrival at the laboratory for analysis.","arTemp","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siSaSpecimen","active","NA","NA","temperatureUnitSet"
"51","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","procGrp","NA","NA","NA","NA","NA","Use of the articV3 primer","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Initial implementation of an ARTIC bioinformatics platform for nanopore sequencing of nCoV2019 novel coronavirus; Artic Foundation v3 primer.","articV3","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"52","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","procGrp","NA","NA","NA","NA","NA","Use of the articV4 primer","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Artic V4 sequencing primer for VOCs and VOIs.","articV4","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"53","NA","NA","NA","NA","naAggrSet","NA","depreciated, now covered by partID = methodID","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Assay ID","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Links with the AssayMethod used to perform the analysis. Use instrument.ID for measures that are not viral measures.","asId","Deprecated as of version 2, please avoid use. Refer to methodID instead.","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","depreciated","NA","NA","naUnitSet"
"54","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Attributes","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","An attribute of a domain, specimen, compartment, or reportTable.","attribute","Attributes are one of the three main components or ways to report environment surviellence data. The other two components are measures and methods.","input","partType","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"55","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Trace levels of contamination","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Analytical result may be subject to “trace” levels of contamination; the target analyte was also detected in negative controls on the same run as the sample.","b","NA","NA","quality","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"56","NA","NA","NA","quantAggScale","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Bacteria unit set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Unit set for bacteria-related measurements.","bacterialUnitSet","NA","input","unitSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","bacteriaUnitSet"
"57","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","bactMisc","NA","NA","NA","NA","NA","Miscellaneous bacteria group","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A group of measures/methods related to miscellaneous bacteria.","bactMisc","The miscallenous bacteria are often have only one measure or method. When a bacteria has many measures, they will be given their own groupID in updated dictionary versions.","input","group","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"58","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","procGrp","NA","NA","NA","NA","NA","Bead beating, extract with MP96","2.0","NA","10","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Nucleaic acid extraction, usually used for solid fraction of a wastewater sample, using bead beating and using an MP96 for final extraction.","bbMP96","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"59","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","virusMisc","NA","NA","NA","NA","NA","bcov","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Measure of the amount of bovine coronavirus.","bcov","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"60","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","procGrp","NA","NA","NA","NA","NA","bcov culture Spike Target","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Cultured bovine coronavirus is used as the recovery efficiency control target.","bcovCul","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"61","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","procGrp","NA","NA","NA","NA","NA","bcov vaccine Spike Target","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The bovine coronavirus vaccine is used as the recovery efficiency control target.","bcovVac","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"62","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","varchar","Che","2.0","procGrp","NA","NA","NA","NA","NA","Beef extract flocculation","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Beef extract flocculation.","beeExtractFloc","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"63","NA","NA","NA","see unit","naAggrSet","NA","added in V2.0","variant","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","sarsCov2","NA","NA","NA","NA","NA","Beta","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","who","NA","NA","NA","NA","B.1.351","beta","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","seqQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"64","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Biologic","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A living organism or biological substance.","bio","NA","input","domain","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"65","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Digital droplet emulsification PCR","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Describes a PCR analysis done using BioRad's digital droplet emulsification PCR technology.","bioRadDdpcr","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"66","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Binary Large Object (BLOB) Data Type","2.0","NA","15","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The data type for Binary Large Object (BLOB) data.","blob","Only used for the dictionary entries of parts.","input","dataType","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"67","NA","NA","NA","quantAggScale","linearAggrSet","NA","Issue #120","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","integer","Bio","2.0","naGroup","NA","NA","NA","NA","NA","Breadth of coverage (>=5x depth)","2.0","$$","NA","100","input","NA","NA","NA","NA","NA","NA","0","naNomenclature","NA","NA","NA","NA","Positions with read depth greater or equal to 5.","boc","Report as percentage of positions.","NA","unit","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","naUnitSet"
"68","NA","NA","NA","see unit","naAggrSet","NA","description wording, structure","standardConc","waterCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","1.1","miscMeas","NA","NA","NA","NA","NA","5-Day Carbonaceous Biochemical Oxygen Demand","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","The quantity of oxygen utilized for the biochemical degradation of organic matter under standard laboratory procedures in five (5) days in the presence of a nitrification inhibitor, expressed in milligrams per litre (mg/l).","bod5c","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","https://doi.org/10.1002/wer.1541","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siSpecimen","active","NA","NA","stdConcentrationUnitSet"
"69","NA","NA","NA","see unit","naAggrSet","NA","description wording, structure","standardConc","waterCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","1.1","miscMeas","NA","NA","NA","NA","NA","5-day Total Biochemical Oxygen Demand","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","5 day total biochemical oxygen demand.","bod5t","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","https://doi.org/10.1002/wer.1541","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","siSpecimen","active","NA","NA","stdConcentrationUnitSet"
"70","NA","NA","NA","NA","booleanAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Boolean data type","2.0","NA","15","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The data type for boolean/binary data.","boolean","Encoded as 'TRUE' or 'FALSE'","input","dataType","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"71","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Boolean aggregation set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Aggreagation set for boolean.","booleanAggrSet","NA","input","aggSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"72","NA","NA","NA","NA","booleanAggrSet","booleanSet","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Boolean value set","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Set that contains the valid possible values for a boolean measure (TRUE or FALSE).","booleanSet","NA","input","catSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","NA"
