"","changes","firstReleased","langID","partLabel","lastUpdated","partDesc","partID","partInstr","notes"
"203","added in V2.0","2.0","eng","Float Data Type","2.0","The data type for float data.","float","Only used for the dictionary entries of parts.",NA
"204","added in V2.0","2.0","eng","Flow-normalized mean","2.0","Mean measure normalized to wastewater flow; AlleleX (gc/mL) x Q (ML/d)  / (Pop /1e5) x 1e3 (mL/L) x 1e6 (L/ML)  = AlleleX (gc/day per 1e5 population)","floMean","Mostly used for reporting specific alleles (N1, N2, E, etc.)",NA
"205","added in V2.0","2.0","eng","Floor","2.0","Floor of a building or room.","floor","NA",NA
"206","depreciated","1.0","eng","Flow Proportional 24hr Sample","2.0","A flow proportional 24-hour composite sample generally collected by an autosampler.","flow24h","NA",NA
"207","added in V2.0","2.0","eng","Flow class","2.0","Specifies a collection of measures/methods related to flow.","flowClass","NA",NA
"208","Removed time period. Use collection period (collectPer) = 24 for 24hr sample","1.0","eng","Flow proportional sample","2.0","A flow proportionalcomposite sample generally collected by an autosampler.","flowPr","Use collectionPeriod to describe how many hours the sample was taken.",NA
"209","description wording, structure","1.0","eng","Flow rate","2.0","Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected.","floRate","If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day.",NA
"210","added in V2.0","2.0","eng","Volume flow rate unit set","2.0","Unit set for volume flow  measurements.","flowUnitSet","NA",NA
"211","added in V2.0","2.0","eng","Flow volume","2.0","Volume of influent.","flowVol","NA",NA
"212","added in V2.0","2.0","eng","Influenza virus","2.0","Any influenza virus.","flu","NA",NA
"213","added in V2.0","2.0","eng","Fluidigm digital PCR","2.0","Describes a PCR analysis done using FluidIGM's digital PCR technology.","fluiDpcr","NA",NA
"214","added in V2.0","2.0","eng","Foggy","2.0","Qualitative category for the weather measure, specifying a foggy or hazy day.","foggy","NA",NA
"215","added in V2.0","2.0","eng","Sample Origin CatSetegory Set","2.0","The category set for storing the valid categorical values of sample origin.","originCatSet","NA",NA
"216","description wording, structure","1.0","eng","Report Date","2.0","The date a measure was reported.","reportDate","This date is the first date the laboratory or enity reported the measure findings to the public health or other enity who ordered the measure or is responsible for action. Use the analyses end date if the measure is part of a research study or other purpose that does not have a reporting entity.",NA
"217","added in V2.0","2.0","eng","F-Specific RNA bacteriophages","2.0","A measure for amount of F-Specific RNA bacteriophages.","frna","NA",NA
"218","added in V2.0","2.0","eng","F-Specific RNA bacteriophages, G2","2.0","A measure for amount of G2 F-Specific RNA bacteriophages.","frnaG2","NA",NA
"219","added in V2.0","2.0","eng","Sample frozen","2.0","Sample was frozen before analysis or processing","frozen","NA",NA
"220","NA","1.0","eng","Field sample temperature","2.0","Temperature that the sample is stored at while it is being sampled. This field is mainly relevant for composite samples which are either kept at ambient temperature or refrigerated while being sampled.","fst","NA",NA
"221","added in V2.0","2.0","eng","Name","2.0","Name of a domain, specimen, group, class, attribute, unit, nomeclature or other entity.","name","Name of any entity. Use a prefix to distinguish names from different report tables. See fully specified name (FSN) list.  i.e. Si-name = Site name, Po-name = Polygon name, Or-name = Organization name, Me-name = Method-name.",NA
"222","added in V2.0","2.0","eng","g215c delta-variant gene target","2.0","g215c delta-variant gene target","g215c","NA",NA
"223","added in V2.0","2.0","eng","g339d omicron-variant gene target","2.0","g339d omicron-variant gene target","g339d ","NA",NA
"224","added in V2.0","2.0","eng","g496s omicron-variant gene target","2.0","g496s omicron-variant gene target","g496s ","NA",NA
"225","added in V2.0","2.0","eng","g662s delta-variant gene target","2.0","g662s delta-variant gene target","g662s","NA",NA
"226","added in V2.0","2.0","eng","Gamma","2.0","P.1","gam","NA",NA
"227","description wording.","1.0","eng","Gene Copies per Copy of crAssphage","2.0","Gene or variant copies per copy of crAssphage.","gcCrA","NA",NA
"228","added in V2.0","2.0","eng","gene copies per day per 100,000","2.0","The unit for measures reflecting the gene copies per day per 100,000 people in the population.","gcD100","NA",NA
"229","description wording.","1.0","eng","Gene Copies per Gram Solids","2.0","Gene or variant copies per gram solids.","gcGs","NA",NA
"230","description wording.","1.0","eng","Gene Copies per L","2.0","Gene or variant copies per litre.","gcL","NA",NA
"231","description wording.","1.0","eng","Gene Copies per mL","2.0","Gene or variant copies per millilitre of solution.","gcMl","NA",NA
"232","description wording.","1.0","eng","Gene Copies per PMMoV Copy","2.0","Gene or variant copies per copy of PMMoV.","gcPpmov","NA",NA
"233","added in V2.0","2.0","eng","Genetics unit set","2.0","Unit set for genetic-related measurements.","geneticUnitSet","NA",NA
"234","description wording, structure","1.0","eng","Generic Quality Flag Set","2.0","A the quality set for flags to indicate if there is a quality concern about a given generic measure or sample.","genQualitySet","1 = quality concern, 0 = no quality concern.",NA
"235","added in V2.0","2.0","eng","Higher education domitory or residential building","2.0","Higher education domitory or residential building","dorm","NA",NA
"236","added in V2.0","2.0","eng","License","2.0","The lience of a dataset.","license","NA",NA
"237","added in V2.0","1.0","eng","Model","2.0","Model number or version of the instrument.","model","NA",NA
"238","description wording, structure","1.0","eng","State, Province, or Region","2.0","The state, province, or region where a site or organization is located; part of the address.","stateProvReg","NA",NA
"239","added in V2.0","2.0","eng","Outbreak category set","2.0","CatSetegory set for the valid values of the outbreak measure.","outbreakCatSet","NA",NA
"240","added in V2.0","2.0","eng","Description","2.0","A detailed description as an attirbute for describing results or program elements.","descr","A description of the part that serves a clear presentation of the part to a wide audience including techinical and not techincal staff. A description should allow any person who generates environment surveillance data to know how to identify how to record their data elements in the ODM. partReference can be used to further describe a part.",NA
"241","added in V2.0","2.0","eng","Gram per cubic metre","2.0","Density unit.","gm3","Used for absolute humidity and other measures.",NA
"242","NA","1.0","eng","Geometric Mean","2.0","Geometric mean.","gmn","NA",NA
"243","added in V2.0","2.0","eng","Government agency organization type","2.0","The category of organization type used for government agencies, programs, or crown-owned bodies.","govt","NA",NA
"244","added in V2.0","2.0","eng","Gravity settling","2.0","Describes solid separation from a wastewater sample where the sample material is allowed to settle by gravity, and then separated.","graSet","NA",NA
"245","description wording, structure","1.0","eng","Grab sample","2.0","A single large representative grab sample.","grb","Use collectionPeriod to describe how many hours the sample was taken. If the sample is a composite of grab samples, collectionNum to record the number of samples.",NA
"246","added in V2.0","2.0","eng","Groups","2.0","A collection of related measures.","group","See partID = groupID.",NA
"247","added in V2.0","2.0","eng","Contacts table column order","2.0","Specifies the order of the columns in a Contacts table.","contactsOrder","NA",NA
"248","added in version 2","2.0","eng","PCR Method CatSetegory Set","2.0","The category set capturing containing all of the valid methods for the PCR methodID.","pcrCatSet","NA",NA
"249","added in V2.0","2.0","eng","Header","2.0","Header for a table. Also known as a table variable or enitiy relationship 'attribute'.","header","Header is the top row or the variable name in a table.",NA
"250","description wording, structure","1.1","eng","Public Health Department or Region","2.0","The public health department or region where the site or institute is located. See also `healthRegion` if there is a separate regional health care delivery authority.","pHDept","NA",NA
"251","added in V2.0","2.0","eng","Heat inactivated sars-cov-2 virus Spike Target","2.0","Heat inactivated SARS-CoV-2 virus is used as the recovery efficiency control target.","heatInacSARS","NA",NA
"252","added in V2.0","2.0","eng","hep g armored rna","2.0","Measure of the amount Hepatitis G Armored RNA.","hepGRna","NA",NA
"253","added in V2.0","2.0","eng","hep g armored rna Spike Target","2.0","Hepatitis G armored RNA is used as the recovery efficiency control target.","hepGRnaMat","NA",NA
"254","Name Change (from Polygon Type)","1.0","eng","Sewer Network Health Region","2.0","Health region served by the sewer network","hlthReg","NA",NA
"255","description wording, structure","1.0","eng","Hand Measurement","2.0","Handheld measurement analyzer.","hma","A handheld measurement analyzer.",NA
"256","added in V2.0","2.0","eng","Hollow fiber dead end ultrafiltration","2.0","Hollow fiber dead end ultrafiltration","hollowFiberUF","NA",NA
"257","now a unit for any group or biologic infection","1.0","eng","General Hospital Admissions","2.0","Hospital admissions or patients newly admitted to hospital.","hosa","NA",NA
"258","now a unit for any group or biologic infection","1.0","eng","Hospital Census","2.0","Hospital census or the number of people admitted with an ailment.","hosc","NA",NA
"259","description wording, structure","1.0","eng","Estuary, natural water body","2.0","Estuary, natural water body","estuary","NA",NA
"260","depreciated","1.0","eng","Holding Tank Wastewater Depreciated","2.0","Wastewater from a holding tank, such as from an airplane or ship","hoTaWa","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.",NA
"261","NA","2.0","eng","Holding tank wastewater","2.0","Wastewater sampled from a holding tank, such as from an airplane or ship","htSam","NA",NA
"262","added in V2.0","2.0","eng","First Nation","2.0","Used to categorize a sampleshed that is a First Nation, or on reserve lands.","FiNa","Likely for internal use only, Indigenous data can and should not be shared without explicit consent of the nation in quesiton.",NA
